"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"非管理员用户查看单条留言。","2386","test_non_admin_get_single_message","tests.api","Wed Jul 08 01:28:24 UTC 2026","passed","Wed Jul 08 01:28:26 UTC 2026","TestContactDefense","test_contact_api","",""
"","1409","test_delete_requires_auth","tests.api","Wed Jul 08 01:25:43 UTC 2026","passed","Wed Jul 08 01:25:44 UTC 2026","TestDeleteBrand","test_brand_api","",""
"","825","test_login_success","tests.api","Wed Jul 08 01:36:33 UTC 2026","passed","Wed Jul 08 01:36:34 UTC 2026","TestLogin","test_user_api","",""
"","704","test_expiration_date_bad_format_422","tests.api","Wed Jul 08 01:32:28 UTC 2026","passed","Wed Jul 08 01:32:29 UTC 2026","TestPaymentCheck","test_payment_api","",""
"","720","test_email_no_at_422","tests.api","Wed Jul 08 01:27:41 UTC 2026","passed","Wed Jul 08 01:27:41 UTC 2026","TestSendMessage","test_contact_api","",""
"","2170","test_quantity_zero_422","tests.api","Wed Jul 08 01:26:08 UTC 2026","passed","Wed Jul 08 01:26:10 UTC 2026","TestAddItem","test_cart_api","",""
"","801","test_extra_field","tests.api","Wed Jul 08 01:27:48 UTC 2026","passed","Wed Jul 08 01:27:49 UTC 2026","TestSendMessage","test_contact_api","",""
"","724","test_verify_totp_special_chars_400","tests.api","Wed Jul 08 01:36:04 UTC 2026","passed","Wed Jul 08 01:36:05 UTC 2026","TestVerifyTOTP","test_totp_api","",""
"API 不校验 method 与 details 的匹配关系。","706","test_method_details_mismatch_200","tests.api","Wed Jul 08 01:32:22 UTC 2026","passed","Wed Jul 08 01:32:22 UTC 2026","TestPaymentCheck","test_payment_api","",""
"","735","test_email_unicode","tests.api","Wed Jul 08 01:27:49 UTC 2026","passed","Wed Jul 08 01:27:50 UTC 2026","TestSendMessage","test_contact_api","",""
"","697","test_product_id_type_int_422","tests.api","Wed Jul 08 01:28:42 UTC 2026","passed","Wed Jul 08 01:28:42 UTC 2026","TestAddFavorite","test_favorite_api","",""
"","808","test_dob_under_18_422","tests.api","Wed Jul 08 01:36:21 UTC 2026","passed","Wed Jul 08 01:36:22 UTC 2026","TestRegister","test_user_api","",""
"","1434","test_missing_product_id_422","tests.api","Wed Jul 08 01:26:02 UTC 2026","passed","Wed Jul 08 01:26:03 UTC 2026","TestAddItem","test_cart_api","",""
"","713","test_search_hit","tests.api","Wed Jul 08 01:37:34 UTC 2026","passed","Wed Jul 08 01:37:35 UTC 2026","TestSearchUsers","test_user_api","",""
"","699","test_get_unauthenticated_401","tests.api","Wed Jul 08 01:29:16 UTC 2026","passed","Wed Jul 08 01:29:17 UTC 2026","TestGetInvoices","test_invoice_api","",""
"空收藏列表响应应为 [] 而非 null 或对象。","716","test_empty_list_structure","tests.api","Wed Jul 08 01:28:46 UTC 2026","passed","Wed Jul 08 01:28:47 UTC 2026","TestGetFavorites","test_favorite_api","",""
"Token 过期后创建订单——使用独立客户端，不污染 _mod_auth。","1477","test_token_expired_create","tests.api","Wed Jul 08 01:32:09 UTC 2026","passed","Wed Jul 08 01:32:11 UTC 2026","TestInvoiceDefense","test_invoice_api","",""
"","817","test_guest_missing_billing_city","tests.api","Wed Jul 08 01:30:01 UTC 2026","passed","Wed Jul 08 01:30:02 UTC 2026","TestGuestInvoice","test_invoice_api","",""
